Post_ID,Platform,Content_Type,Content_Category,Post_Type,Region,Longitude,Latitude,Engagement,Views,Likes,Shares,Comments,Engagement_Rate,Impressions,Video_Views,Live_Stream_Views,Clicks,Click_Through_Rate,Main_Hashtag,Post_Published_At,Post_Date,Post_Hour,Engagement_Level
Post_527,TikTok,Organic,Product Promotion,Video,USA,-95.7129,37.0902,321446,2160427,307583,167482,93470,0.1487886376,2565124,2160427,0,43607,0.017,#ProductDemo,2024-07-15 11:56:00,2024-07-15 00:00:00,11,Medium
Post_528,YouTube,Organic,Educational,Video,UK,-3.436,55.3781,57021,231058,43210,12901,11634,0.2467828986,267218,198811,0,,,#CustomerStory,2024-12-08 17:46:00,2024-12-08 00:00:00,17,High
Post_529,X.com,Organic,Educational,Video,UK,-3.436,55.3781,545569,2584455,625356,192872,95050,0.2110965067,3246264,2584455,0,,,#CustomerStory,2025-04-14 17:10:00,2025-04-14 00:00:00,17,High
Post_530,X.com,Organic,Educational,Image,USA,-95.7129,37.0902,53410,220942,37880,12124,6227,0.2417414149,269157,0,0,,,#SuccessStory,2024-12-24 15:48:00,2024-12-24 00:00:00,15,High
Post_531,TikTok,Organic,Educational,Video,Canada,-106.3468,56.1304,33793,194927,44492,7866,4453,0.1733658465,217109,173462,0,2844,0.0131,#SuccessStory,2025-04-27 11:09:00,2025-04-27 00:00:00,11,Medium
Post_532,YouTube,Organic,Event / Webinar,Live Stream,USA,-95.7129,37.0902,24703,147378,35535,8156,5361,0.1676221418,186016,0,1753738,,,#WebinarReplay,2024-02-01 17:07:00,2024-02-01 00:00:00,17,Medium
Post_533,Instagram,Organic,Product Promotion,Video,India,78.9629,20.5937,299920,2926836,631226,183607,76284,0.1024725072,3732232,2926836,0,,,#ProductDemo,2024-03-11 10:39:00,2024-03-11 00:00:00,10,Medium
Post_534,TikTok,Organic,Event / Webinar,Live Stream,UK,-3.436,55.3781,17476,142894,25844,6305,5288,0.1223068681,158257,0,81966,1930,0.0122,#EventRecap,2024-01-16 08:05:00,2024-01-16 00:00:00,8,Medium
Post_535,YouTube,Organic,Educational,Video,India,78.9629,20.5937,77696,319023,34516,25092,9266,0.2435459845,370334,292490,0,,,#CustomerStory,2024-11-19 09:55:00,2024-11-19 00:00:00,9,High
Post_536,YouTube,Organic,Educational,Video,Brazil,-51.9253,-14.235,12870,81223,11825,3372,1629,0.1584612763,101193,81223,0,,,#CustomerStory,2025-03-07 19:10:00,2025-03-07 00:00:00,19,Medium
Post_537,X.com,Organic,Educational,Video,Australia,133.7751,-25.2744,513033,2913030,662026,148947,93558,0.1761167318,3393851,2913030,0,,,#CustomerStory,2024-03-05 17:45:00,2024-03-05 00:00:00,17,Medium
Post_538,TikTok,Organic,Educational,Video,Germany,10.4515,51.1657,50549,332055,68699,23522,9053,0.1522335478,389895,298891,0,8421,0.0216,#SuccessStory,2025-02-23 10:46:00,2025-02-23 00:00:00,10,Medium
Post_539,Instagram,Organic,Educational,Video,UK,-3.436,55.3781,697679,3094798,616335,104984,129300,0.2254362026,3843318,3094798,0,,,#CustomerStory,2024-07-14 12:24:00,2024-07-14 00:00:00,12,High
Post_540,YouTube,Organic,Educational,Video,Brazil,-51.9253,-14.235,14251,77989,9756,5383,3380,0.1827313098,100640,76026,0,,,#CustomerStory,2024-08-28 11:09:00,2024-08-28 00:00:00,11,Medium
Post_541,X.com,Organic,Product Promotion,Video,Australia,133.7751,-25.2744,95714,808651,167523,54948,19489,0.1183629604,972621,808651,0,,,#ProductDemo,2025-04-30 15:11:00,2025-04-30 00:00:00,15,Medium
Post_542,TikTok,Organic,Product Promotion,Video,UK,-3.436,55.3781,223174,2594701,457532,125749,148720,0.0860118226,3283597,2594701,0,51224,0.0156,#ProductDemo,2024-11-09 11:24:00,2024-11-09 00:00:00,11,Low
Post_543,X.com,Organic,Educational,Video,Brazil,-51.9253,-14.235,495531,2811456,475859,213810,134342,0.1762542912,3502501,2811456,0,,,#CustomerStory,2024-01-10 10:31:00,2024-01-10 00:00:00,10,Medium
Post_544,LinkedIn,Organic,Entertainment,Video,Brazil,-51.9253,-14.235,57533,699106,160272,30553,36551,8%,796315,614230,0,,,#FunContent,3:43:00 PM,1/12/2025,15,Medium
Post_545,X.com,Organic,Educational,Text,Australia,133.7751,-25.2744,24556,120088,29635,8745,5769,0.2044901871,149558,0,0,,,#SuccessStory,2024-05-17 11:26:00,2024-05-17 00:00:00,11,High
Post_546,Instagram,Organic,Product Promotion,Live Stream,USA,-95.7129,37.0902,11111,127778,30930,7003,4500,0.08695713913,144722,0,414482,,,#FeatureHighlight,2025-04-26 15:31:00,2025-04-26 00:00:00,15,Low
Post_547,LinkedIn,Organic,Entertainment,Video,Japan,138.2529,36.2048,28069,357501,37101,25722,7313,8%,443565,314098,0,,,#FunContent,10:44:00 AM,5/18/2024,10,Low
Post_548,YouTube,Organic,Product Promotion,Live Stream,India,78.9629,20.5937,53547,394442,96850,20464,11596,0.1357542363,489492,0,1725692,,,#ProductDemo,2024-07-14 15:10:00,2024-07-14 00:00:00,15,Medium
Post_549,YouTube,Organic,Product Promotion,Video,Japan,138.2529,36.2048,195150,2375499,255960,131222,115777,0.08215124519,3022889,2375499,0,,,#ProductDemo,2024-12-31 17:54:00,2024-12-31 00:00:00,17,Low
Post_550,YouTube,Organic,Product Promotion,Video,USA,-95.7129,37.0902,223007,2037330,258513,142613,85788,0.1094606962,2402645,2037330,0,,,#ProductDemo,2024-11-15 17:31:00,2024-11-15 00:00:00,17,Medium
Post_551,Instagram,Organic,Educational,Live Stream,UK,-3.436,55.3781,31351,202116,29005,14869,9480,0.1551186105,254532,0,200187,,,#SuccessStory,2025-01-05 10:59:00,2025-01-05 00:00:00,10,Medium
Post_552,YouTube,Organic,Educational,Video,USA,-95.7129,37.0902,36331,163722,31718,9592,8728,0.2219077486,209763,162268,0,,,#CustomerStory,2024-12-31 17:27:00,2024-12-31 00:00:00,17,High
Post_553,TikTok,Organic,Product Promotion,Video,UK,-3.436,55.3781,171972,2052310,293777,93049,70021,0.08379480336,2512557,2052310,0,58542,0.0233,#ProductDemo,2024-03-25 19:38:00,2024-03-25 00:00:00,19,Low
Post_554,TikTok,Sponsored,Educational,Video,USA,-95.7129,37.0902,40110,186023,27923,12395,6730,0.2156210128,207168,179357,0,2941,0.0142,#SuccessStory,2024-06-19 12:20:00,2024-06-19 00:00:00,12,High
Post_555,X.com,Organic,Product Promotion,Image,Brazil,-51.9253,-14.235,51021,359269,59248,23091,11963,0.1420143991,399261,0,0,,,#FeatureHighlight,2025-02-26 12:20:00,2025-02-26 00:00:00,12,Medium
Post_557,Instagram,Organic,Educational,Image,Germany,10.4515,51.1657,62731,262907,42788,17758,6324,0.2386073844,303807,0,0,,,#SuccessStory,2024-07-07 12:08:00,2024-07-07 00:00:00,12,High
Post_558,YouTube,Organic,Product Promotion,Live Stream,USA,-95.7129,37.0902,310977,2390726,338163,123363,141566,0.1300767423,2662074,0,1278051,,,#ProductDemo,2024-10-22 08:00:00,2024-10-22 00:00:00,8,Medium
Post_559,X.com,Organic,Educational,Text,UK,-3.436,55.3781,91863,453919,95632,29608,16753,0.2023784202,530769,0,0,,,#SuccessStory,2024-12-24 15:39:00,2024-12-24 00:00:00,15,High
Post_560,YouTube,Organic,Educational,Video,Japan,138.2529,36.2048,30693,157576,25155,6809,4445,0.1947863134,188556,135569,0,,,#CustomerStory,2024-05-30 12:49:00,2024-05-30 00:00:00,12,Medium
Post_561,TikTok,Organic,Entertainment,Video,Canada,-106.3468,56.1304,81521,1308605,259775,102629,57769,0.06229647605,1459612,1308605,0,29338,0.0201,#TrendingNow,2024-08-16 16:19:00,2024-08-16 00:00:00,16,Low
Post_562,YouTube,Organic,Educational,Video,Canada,-106.3468,56.1304,267327,1247031,138841,96733,39769,0.2143713656,1394696,1247031,0,,,#CustomerStory,2024-03-25 15:27:00,2024-03-25 00:00:00,15,High
Post_563,TikTok,Organic,Entertainment,Video,Australia,133.7751,-25.2744,196103,3255089,642150,141173,67069,0.06024530639,4208840,3255089,0,100170,0.0238,#TrendingNow,2025-03-06 16:00:00,2025-03-06 00:00:00,16,Low
Post_564,YouTube,Organic,Event / Webinar,Live Stream,Japan,138.2529,36.2048,56287,384046,52857,24502,18536,0.1465643675,469304,0,969361,,,#WebinarReplay,2024-08-16 10:35:00,2024-08-16 00:00:00,10,Medium
Post_565,TikTok,Organic,Educational,Video,Japan,138.2529,36.2048,55462,315560,72551,24404,7647,0.175759691,356887,289219,0,5388,0.0151,#SuccessStory,2025-01-05 18:00:00,2025-01-05 00:00:00,18,Medium
Post_566,Instagram,Sponsored,Entertainment,Video,Germany,10.4515,51.1657,48034,847607,204875,56642,46889,0.05667092731,966718,847607,0,,,#TrendingNow,2025-03-25 15:22:00,2025-03-25 00:00:00,15,Medium
Post_567,YouTube,Sponsored,Entertainment,Video,Japan,138.2529,36.2048,225418,3248237,656198,163735,66964,0.06939728441,3951757,3248237,0,,,#TrendingNow,2024-02-17 17:52:00,2024-02-17 00:00:00,17,Low
Post_568,Instagram,Organic,Educational,Video,UK,-3.436,55.3781,541390,2543542,350920,133568,148296,0.2128491137,3000888,2543542,0,,,#CustomerStory,2024-04-20 11:38:00,2024-04-20 00:00:00,11,High
Post_569,X.com,Organic,Product Promotion,Video,Japan,138.2529,36.2048,237008,1710962,343679,134909,41192,0.1385232571,1884905,1710962,0,,,#ProductDemo,2025-04-29 08:47:00,2025-04-29 00:00:00,8,Medium
Post_570,TikTok,Sponsored,Educational,Video,India,78.9629,20.5937,54997,292045,48198,10113,14583,0.1883192063,374667,274113,0,7568,0.0202,#SuccessStory,2024-02-04 11:05:00,2024-02-04 00:00:00,11,Medium
Post_571,Instagram,Organic,Product Promotion,Live Stream,Germany,10.4515,51.1657,8637,89453,14774,5919,1821,0.09656271444,108943,0,345316,,,#FeatureHighlight,2024-12-26 12:22:00,2024-12-26 00:00:00,12,Low
Post_572,X.com,Organic,Educational,Image,Australia,133.7751,-25.2744,49320,206099,40323,8676,10008,0.2393035977,230476,0,0,,,#SuccessStory,2024-03-12 18:40:00,2024-03-12 00:00:00,18,High
Post_573,TikTok,Organic,Product Promotion,Video,Canada,-106.3468,56.1304,261038,2269387,231617,96264,64850,0.1150260393,2619238,2269387,0,47146,0.018,#ProductDemo,2024-05-02 16:29:00,2024-05-02 00:00:00,16,Medium
Post_574,YouTube,Organic,Entertainment,Video,Canada,-106.3468,56.1304,223393,2425956,332680,80362,93053,0.09208493361,3024067,2425956,0,,,#TrendingNow,2024-04-25 13:23:00,2024-04-25 00:00:00,13,Low
Post_575,Instagram,Organic,Educational,Image,Canada,-106.3468,56.1304,67510,411497,46158,31921,22031,0.164059626,518905,0,0,,,#SuccessStory,2024-11-18 17:50:00,2024-11-18 00:00:00,17,Medium
Post_576,TikTok,Organic,Event / Webinar,Live Stream,Australia,133.7751,-25.2744,43364,349709,78141,26800,14607,0.1240011229,398687,0,204195,7096,0.0178,#EventRecap,2024-10-28 11:56:00,2024-10-28 00:00:00,11,Medium
Post_577,TikTok,Sponsored,Educational,Video,Australia,133.7751,-25.2744,61390,336915,60044,11260,11739,0.1822135628,432650,313633,0,7614,0.0176,#SuccessStory,2025-04-26 19:58:00,2025-04-26 00:00:00,19,Medium
Post_578,LinkedIn,Organic,Entertainment,Video,Canada,-106.3468,56.1304,44884,677458,127136,38558,20834,7%,795125,595210,0,,,#FunContent,12:14:00 PM,1/27/2024,12,Low
Post_579,YouTube,Organic,Educational,Live Stream,Canada,-106.3468,56.1304,66981,280381,61153,14780,12675,0.2388952048,322347,0,1558191,,,#CustomerStory,2024-05-07 10:47:00,2024-05-07 00:00:00,10,High
Post_580,X.com,Organic,Educational,Text,Canada,-106.3468,56.1304,57020,322156,52878,16793,14810,0.1769958202,414697,0,0,,,#SuccessStory,2024-10-05 16:28:00,2024-10-05 00:00:00,16,Medium
Post_581,YouTube,Sponsored,Educational,Video,India,78.9629,20.5937,39608,202094,20873,9104,8105,0.1959907581,224573,186453,0,,,#CustomerStory,2024-08-04 10:43:00,2024-08-04 00:00:00,10,Medium
Post_582,TikTok,Organic,Product Promotion,Live Stream,Canada,-106.3468,56.1304,5891,72649,12616,5547,1759,0.08109269964,91021,0,152417,1556,0.0171,#FeatureHighlight,2024-07-20 17:56:00,2024-07-20 00:00:00,17,Low
Post_583,X.com,Organic,Educational,Text,India,78.9629,20.5937,27088,124349,15409,4728,2837,0.2178459596,141400,0,0,,,#SuccessStory,2024-11-29 16:00:00,2024-11-29 00:00:00,16,High
Post_584,YouTube,Sponsored,Product Promotion,Video,USA,-95.7129,37.0902,286057,2609903,521022,193353,137189,0.1096045985,3228520,2609903,0,,,#ProductDemo,2025-03-15 09:03:00,2025-03-15 00:00:00,9,Medium
Post_585,YouTube,Sponsored,Product Promotion,Video,Canada,-106.3468,56.1304,198320,1751518,256546,74435,71112,0.1132278871,2114276,1751518,0,,,#ProductDemo,2024-06-27 15:05:00,2024-06-27 00:00:00,15,Medium
Post_586,TikTok,Organic,Educational,Video,Brazil,-51.9253,-14.235,242918,1540822,236566,73480,81882,0.1576552891,1938136,1540822,0,38762,0.02,#CustomerStory,2024-03-09 12:17:00,2024-03-09 00:00:00,12,Medium
Post_587,Instagram,Organic,Educational,Image,Germany,10.4515,51.1657,102893,609776,148128,28255,20840,0.1687392955,732418,0,0,,,#SuccessStory,2024-08-14 10:53:00,2024-08-14 00:00:00,10,Medium
Post_588,TikTok,Sponsored,Educational,Video,Canada,-106.3468,56.1304,51414,224504,54143,16571,5411,0.2290139009,264588,221744,0,5000,0.0189,#SuccessStory,2025-02-08 11:03:00,2025-02-08 00:00:00,11,High
Post_589,YouTube,Sponsored,Educational,Video,UK,-3.436,55.3781,56974,267521,34531,19513,12594,0.2129713231,339104,235969,0,,,#CustomerStory,2024-01-12 11:14:00,2024-01-12 00:00:00,11,High
Post_590,YouTube,Organic,Educational,Video,Japan,138.2529,36.2048,821024,4238944,969932,285780,159250,0.1936860546,5180453,4238944,0,,,#CustomerStory,2025-04-13 12:22:00,2025-04-13 00:00:00,12,Medium
Post_591,Instagram,Organic,Educational,Image,Brazil,-51.9253,-14.235,69989,297363,37731,19238,8678,0.235367725,334090,0,0,,,#SuccessStory,2024-10-19 18:19:00,2024-10-19 00:00:00,18,High
Post_592,TikTok,Organic,Product Promotion,Live Stream,Australia,133.7751,-25.2744,17286,157361,19637,4736,7671,0.1098508051,196147,0,178733,2314,0.0118,#FeatureHighlight,2024-08-17 11:34:00,2024-08-17 00:00:00,11,Medium
Post_593,YouTube,Organic,Entertainment,Video,Germany,10.4515,51.1657,172424,1789235,274004,63101,51698,0.0963679546,2153961,1789235,0,,,#TrendingNow,2024-12-11 15:24:00,2024-12-11 00:00:00,15,Low
Post_594,YouTube,Sponsored,Educational,Video,Japan,138.2529,36.2048,54785,292496,55914,12363,6525,0.1873050644,344620,281544,0,,,#CustomerStory,2024-09-17 10:57:00,2024-09-17 00:00:00,10,Medium
Post_595,TikTok,Organic,Educational,Video,Japan,138.2529,36.2048,37019,176301,43013,10721,7453,0.2099813765,208591,162975,0,3337,0.016,#SuccessStory,2024-02-12 12:21:00,2024-02-12 00:00:00,12,High
Post_596,TikTok,Organic,Educational,Video,Japan,138.2529,36.2048,41465,180151,29606,10276,8621,0.2301718973,223464,177533,0,4178,0.0187,#SuccessStory,2024-09-04 18:56:00,2024-09-04 00:00:00,18,High
Post_597,X.com,Organic,Event / Webinar,Image,Canada,-106.3468,56.1304,42400,250044,40455,18384,11316,0.1695704985,301678,0,0,,,#EventRecap,2025-03-24 10:52:00,2025-03-24 00:00:00,10,Medium
Post_598,Instagram,Organic,Educational,Video,India,78.9629,20.5937,163068,1027123,196021,36832,34396,0.1587620104,1159178,1027123,0,,,#CustomerStory,2024-04-25 15:28:00,2024-04-25 00:00:00,15,Medium
Post_599,Instagram,Sponsored,Product Promotion,Video,Australia,133.7751,-25.2744,105060,1253138,198971,93714,35304,0.08383760581,1505721,1253138,0,,,#ProductDemo,2024-01-27 12:27:00,2024-01-27 00:00:00,12,Low
Post_600,X.com,Organic,Product Promotion,Image,India,78.9629,20.5937,28885,315113,51328,9738,16294,0.09166711163,350975,0,0,,,#FeatureHighlight,2024-01-05 10:18:00,2024-01-05 00:00:00,10,Low
Post_601,Instagram,Organic,Educational,Image,Brazil,-51.9253,-14.235,108295,452862,92064,19320,9238,0.2391362999,563672,0,0,,,#SuccessStory,2025-04-06 16:04:00,2025-04-06 00:00:00,16,High
Post_602,YouTube,Organic,Educational,Live Stream,Germany,10.4515,51.1657,77013,345847,62372,24833,18279,0.2226807096,438764,0,1227641,,,#CustomerStory,2024-02-11 09:00:00,2024-02-11 00:00:00,9,High
Post_603,Instagram,Organic,Educational,Image,Germany,10.4515,51.1657,84139,359646,60310,14088,19492,0.23394962,459092,0,0,,,#SuccessStory,2025-03-05 11:51:00,2025-03-05 00:00:00,11,High
Post_604,X.com,Organic,Educational,Video,Germany,10.4515,51.1657,241916,1530742,260144,51716,54361,0.1580390286,1929817,1530742,0,,,#CustomerStory,2024-03-13 12:13:00,2024-03-13 00:00:00,12,Medium
Post_605,Instagram,Organic,Educational,Image,India,78.9629,20.5937,61389,245717,27040,18150,8741,0.2498383598,296912,0,0,,,#SuccessStory,2025-02-15 16:41:00,2025-02-15 00:00:00,16,High
Post_606,YouTube,Sponsored,Product Promotion,Video,Germany,10.4515,51.1657,277487,2043517,501090,68106,93864,0.135789046,2278155,2043517,0,,,#ProductDemo,2024-04-22 15:04:00,2024-04-22 00:00:00,15,Medium
Post_607,YouTube,Organic,Product Promotion,Video,UK,-3.436,55.3781,74390,740015,122117,59096,31348,0.1005258927,861549,734047,0,,,#ProductDemo,2025-04-18 17:17:00,2025-04-18 00:00:00,17,Medium
Post_608,YouTube,Organic,Educational,Video,Brazil,-51.9253,-14.235,30718,200809,26710,9543,7008,0.1529723558,223649,181419,0,,,#CustomerStory,2024-08-20 12:46:00,2024-08-20 00:00:00,12,Medium
Post_609,TikTok,Sponsored,Educational,Video,India,78.9629,20.5937,46986,189525,39499,11909,9163,0.2479183345,208794,166362,0,2463,0.0118,#SuccessStory,2024-06-06 10:28:00,2024-06-06 00:00:00,10,High
Post_610,TikTok,Organic,Entertainment,Video,Brazil,-51.9253,-14.235,3871,58886,7811,3714,2317,0.06575261472,64837,55202,0,791,0.0122,#FunContent,2025-04-28 11:13:00,2025-04-28 00:00:00,11,Low
Post_611,YouTube,Organic,Product Promotion,Live Stream,UK,-3.436,55.3781,236208,2449095,446379,81611,124072,0.09644720746,2979918,0,1672939,,,#ProductDemo,2025-01-07 12:47:00,2025-01-07 00:00:00,12,Low
Post_612,TikTok,Organic,Educational,Video,UK,-3.436,55.3781,78301,316834,67410,22225,12901,0.247138718,357409,281840,0,8113,0.0227,#SuccessStory,2025-04-10 08:22:00,2025-04-10 00:00:00,8,High
Post_613,Instagram,Organic,Product Promotion,Live Stream,Australia,133.7751,-25.2744,44370,357424,75537,13758,9936,0.1241383329,456817,0,399991,,,#FeatureHighlight,2024-08-25 16:56:00,2024-08-25 00:00:00,16,Medium
Post_614,X.com,Organic,Educational,Image,USA,-95.7129,37.0902,96987,402618,95112,27352,17669,0.2408911801,495552,0,0,,,#SuccessStory,2025-01-08 15:46:00,2025-01-08 00:00:00,15,High
Post_615,YouTube,Organic,Educational,Video,UK,-3.436,55.3781,65691,269063,52429,10176,10481,0.2441481461,334520,237131,0,,,#CustomerStory,2025-04-23 11:11:00,2025-04-23 00:00:00,11,High
Post_616,TikTok,Organic,Entertainment,Video,Germany,10.4515,51.1657,54112,688262,96798,27608,22405,0.07862140052,790331,649540,0,18651,0.0236,#FunContent,2024-11-01 16:48:00,2024-11-01 00:00:00,16,Low
Post_617,Instagram,Sponsored,Educational,Video,Brazil,-51.9253,-14.235,332570,1722118,406722,95324,47387,0.1931169965,1920840,1722118,0,,,#CustomerStory,2024-01-09 11:19:00,2024-01-09 00:00:00,11,Medium
Post_618,Instagram,Organic,Educational,Image,Canada,-106.3468,56.1304,40330,218886,44745,10756,11573,0.1842529794,269646,0,0,,,#SuccessStory,2024-11-20 14:14:00,2024-11-20 00:00:00,14,Medium
Post_619,Instagram,Organic,Educational,Image,Canada,-106.3468,56.1304,34773,184216,37553,7958,10603,0.1887638124,226083,0,0,,,#SuccessStory,2025-02-19 17:47:00,2025-02-19 00:00:00,17,Medium
Post_620,X.com,Organic,Educational,Text,Canada,-106.3468,56.1304,59354,335452,49873,14583,9270,0.1769403474,415600,0,0,,,#SuccessStory,2024-03-17 09:11:00,2024-03-17 00:00:00,9,Medium
Post_621,Instagram,Organic,Educational,Image,India,78.9629,20.5937,65183,296320,41394,18697,15585,0.2199770652,372060,0,0,,,#SuccessStory,2024-01-09 11:11:00,2024-01-09 00:00:00,11,High
Post_622,YouTube,Organic,Educational,Live Stream,USA,-95.7129,37.0902,20284,113286,24257,4461,2666,0.1790548933,140450,0,1052520,,,#CustomerStory,2024-06-13 12:58:00,2024-06-13 00:00:00,12,Medium
Post_623,X.com,Organic,Educational,Text,Brazil,-51.9253,-14.235,39095,203992,28341,6463,11253,0.1916516793,234321,0,0,,,#SuccessStory,2024-10-25 18:18:00,2024-10-25 00:00:00,18,Medium
Post_624,YouTube,Organic,Product Promotion,Live Stream,Japan,138.2529,36.2048,26409,243361,44681,7775,11358,0.1085215128,283419,0,1846878,,,#ProductDemo,2024-04-19 12:56:00,2024-04-19 00:00:00,12,Medium
Post_625,X.com,Organic,Entertainment,Video,India,78.9629,20.5937,113208,1752914,412187,139896,92933,0.06458286251,2224402,1752914,0,,,#TrendingNow,2024-11-06 12:07:00,2024-11-06 00:00:00,12,Low
Post_626,X.com,Organic,Event / Webinar,Image,Japan,138.2529,36.2048,47816,323187,44390,19014,7333,0.1479538675,361640,0,0,,,#EventRecap,2024-10-13 17:13:00,2024-10-13 00:00:00,17,Medium
Post_627,X.com,Organic,Product Promotion,Video,Japan,138.2529,36.2048,362620,2871049,634501,209302,171990,0.1263023261,3296823,2871049,0,,,#ProductDemo,2024-08-25 15:27:00,2024-08-25 00:00:00,15,Medium
Post_628,X.com,Organic,Entertainment,Video,Brazil,-51.9253,-14.235,123551,1391557,147578,70356,35071,0.08878616207,1536954,1391557,0,,,#TrendingNow,2025-01-14 16:41:00,2025-01-14 00:00:00,16,Low
Post_629,TikTok,Organic,Educational,Live Stream,Japan,138.2529,36.2048,70990,371479,68696,16953,17152,0.1911025987,425864,0,53595,4343,0.0102,#SuccessStory,2024-06-11 10:42:00,2024-06-11 00:00:00,10,Medium
Post_630,Instagram,Sponsored,Product Promotion,Video,USA,-95.7129,37.0902,219323,1551823,333103,94951,78354,0.1413329169,1719090,1551823,0,,,#ProductDemo,2024-04-09 17:03:00,2024-04-09 00:00:00,17,Medium
Post_631,X.com,Organic,Product Promotion,Video,Brazil,-51.9253,-14.235,276892,2290106,422545,140224,124987,0.1209080727,2787945,2290106,0,,,#ProductDemo,2024-02-01 16:45:00,2024-02-01 00:00:00,16,Medium
Post_632,TikTok,Sponsored,Product Promotion,Video,Australia,133.7751,-25.2744,366880,2818235,527411,224145,141670,0.1301810145,3349356,2818235,0,39857,0.0119,#ProductDemo,2024-12-18 12:31:00,2024-12-18 00:00:00,12,Medium
Post_633,TikTok,Organic,Product Promotion,Video,USA,-95.7129,37.0902,184210,1386178,186207,82952,79188,0.1328906158,1782386,1386178,0,37251,0.0209,#ProductDemo,2025-03-13 11:35:00,2025-03-13 00:00:00,11,Medium
Post_634,TikTok,Organic,Educational,Video,Japan,138.2529,36.2048,64698,403236,61003,22736,11478,0.1604469889,523854,351663,0,7072,0.0135,#SuccessStory,2024-07-10 15:45:00,2024-07-10 00:00:00,15,Medium
Post_635,X.com,Organic,Educational,Image,India,78.9629,20.5937,69346,312550,59063,10210,11936,0.2218718019,385985,0,0,,,#SuccessStory,2024-04-14 17:37:00,2024-04-14 00:00:00,17,High
Post_636,Instagram,Sponsored,Entertainment,Video,India,78.9629,20.5937,144013,2663923,537126,129616,153622,0.0540606201,3019480,2663923,0,,,#TrendingNow,2024-02-26 10:25:00,2024-02-26 00:00:00,10,Medium
Post_637,TikTok,Sponsored,Entertainment,Video,Canada,-106.3468,56.1304,57324,892517,182582,55721,27678,0.06422761089,1009652,875117,0,11308,0.0112,#FunContent,2024-12-05 14:23:00,2024-12-05 00:00:00,14,Low
Post_638,Instagram,Sponsored,Product Promotion,Video,UK,-3.436,55.3781,185241,2002771,391323,120096,54423,0.09249277464,2485494,2002771,0,,,#ProductDemo,2024-12-27 16:25:00,2024-12-27 00:00:00,16,Low
Post_639,YouTube,Organic,Event / Webinar,Live Stream,Germany,10.4515,51.1657,61907,448706,101230,17269,9317,0.1379682626,563494,0,1414546,,,#WebinarReplay,2024-06-06 09:42:00,2024-06-06 00:00:00,9,Medium
Post_640,X.com,Organic,Entertainment,Image,USA,-95.7129,37.0902,30115,393805,80708,28317,20522,0.07647206857,508868,0,0,,,#FunContent,2025-04-06 10:03:00,2025-04-06 00:00:00,10,Low
Post_641,Instagram,Organic,Event / Webinar,Live Stream,Germany,10.4515,51.1657,46529,303947,48717,11454,13040,0.1530849136,351181,0,468523,,,#EventRecap,2024-06-28 12:41:00,2024-06-28 00:00:00,12,Medium
Post_642,Instagram,Organic,Event / Webinar,Live Stream,Japan,138.2529,36.2048,97473,556194,104274,33172,19020,0.1752511043,617596,0,112697,,,#EventRecap,2024-11-24 13:07:00,2024-11-24 00:00:00,13,Medium
Post_643,Instagram,Organic,Product Promotion,Video,Japan,138.2529,36.2048,208090,1394423,266372,103255,77134,0.1492305125,1717662,1394423,0,,,#ProductDemo,2024-04-05 11:35:00,2024-04-05 00:00:00,11,Medium
Post_644,Instagram,Sponsored,Educational,Image,UK,-3.436,55.3781,102314,470198,61917,34394,26069,0.217597728,535711,0,0,,,#SuccessStory,2024-05-21 15:15:00,2024-05-21 00:00:00,15,High
Post_645,TikTok,Organic,Educational,Video,UK,-3.436,55.3781,37812,160444,35361,12813,3401,0.2356724429,205283,146691,0,4003,0.0195,#SuccessStory,2025-01-21 10:52:00,2025-01-21 00:00:00,10,High
Post_646,X.com,Organic,Educational,Image,India,78.9629,20.5937,130676,699201,135221,55005,26989,0.1868934106,887619,0,0,,,#SuccessStory,2024-10-11 14:43:00,2024-10-11 00:00:00,14,Medium
Post_647,TikTok,Organic,Entertainment,Video,Australia,133.7751,-25.2744,40697,463515,51010,36509,24417,0.08780191054,588900,450262,0,11778,0.02,#FunContent,2024-12-10 19:02:00,2024-12-10 00:00:00,19,Low
Post_648,YouTube,Organic,Educational,Video,Canada,-106.3468,56.1304,35107,201537,48508,6903,7139,0.174200281,224553,186825,0,,,#CustomerStory,2024-05-31 11:53:00,2024-05-31 00:00:00,11,Medium
Post_649,YouTube,Organic,Educational,Live Stream,USA,-95.7129,37.0902,42979,184039,31354,7992,4424,0.2335325126,208607,0,720913,,,#CustomerStory,2024-04-13 15:38:00,2024-04-13 00:00:00,15,High
Post_650,Instagram,Organic,Product Promotion,Video,Brazil,-51.9253,-14.235,118468,1471348,361894,99999,86383,0.08051691925,1747885,1471348,0,,,#ProductDemo,2024-06-15 17:44:00,2024-06-15 00:00:00,17,Medium
Post_651,X.com,Organic,Product Promotion,Image,Brazil,-51.9253,-14.235,79456,674903,100518,30349,19774,0.1177302167,759897,0,0,,,#FeatureHighlight,2024-12-21 11:31:00,2024-12-21 00:00:00,11,Medium
Post_652,Instagram,Sponsored,Educational,Image,India,78.9629,20.5937,44473,185023,25620,8837,8688,0.2403684267,205840,0,0,,,#SuccessStory,2024-07-22 10:10:00,2024-07-22 00:00:00,10,High
